,index,Term,LoanStatus,BorrowerRate,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),EmploymentStatus,BorrowerState,Occupation,IsBorrowerHomeowner,DelinquenciesLast7Years,StatedMonthlyIncome,TotalProsperLoans,LoanOriginalAmount,LoanOriginationDate,LoanNumber,LoanOriginationQuarter,Recommendations,CurrentDelinquencies,Investors
37093,49774,36,Completed,0.34,1.0,HR,3.0,Business,Self-employed,NY,Truck Driver,False,0.0,2666.666667,2.0,4800,2010-08-17,43951,Q3 2010,1,0.0,82
37097,49780,36,Completed,0.1215,6.0,A,9.0,Home Improvement,Employed,VA,Professional,False,11.0,10000.0,0.0,10000,2010-08-09,43840,Q3 2010,0,0.0,283
37107,49792,60,Completed,0.1474,5.0,B,9.0,Debt Consolidation,Employed,NJ,Executive,False,0.0,23333.333333,0.0,25000,2013-08-09,98504,Q3 2013,0,0.0,1
37109,49795,60,Defaulted,0.2498,4.0,C,7.0,Debt Consolidation,Employed,TN,Other,True,0.0,5833.333333,0.0,8500,2012-07-27,71416,Q3 2012,0,0.0,109
37115,49804,60,Completed,0.2218,4.0,C,8.0,Other,Employed,MA,Fireman,False,0.0,7250.0,0.0,3200,2012-10-03,75598,Q4 2012,0,0.0,9
37116,49805,36,Completed,0.071,7.0,AA,10.0,Other,Employed,MD,Analyst,True,0.0,9644.25,1.0,5000,2010-04-27,42121,Q2 2010,0,0.0,311
37124,49819,60,Completed,0.1845,5.0,B,8.0,Debt Consolidation,Employed,MS,Engineer - Mechanical,True,0.0,6583.333333,0.0,15000,2012-02-16,60598,Q1 2012,0,0.0,48
37125,49820,36,Completed,0.1449,5.0,B,8.0,Debt Consolidation,Employed,TX,Other,True,0.0,6666.666667,0.0,15000,2012-02-29,61348,Q1 2012,0,0.0,33
37126,49822,36,Completed,0.092,6.0,A,9.0,Other,Employed,CA,Other,False,0.0,4583.333333,0.0,2500,2010-05-17,42506,Q2 2010,0,0.0,107
37127,49823,36,Completed,0.1154,6.0,A,8.0,Home Improvement,Employed,WA,Other,True,0.0,2916.666667,0.0,5300,2011-12-28,58078,Q4 2011,0,0.0,81
37128,49825,36,Completed,0.1599,5.0,B,9.0,Auto,Employed,TX,Computer Programmer,False,0.0,8083.333333,0.0,7000,2011-07-18,51237,Q3 2011,0,0.0,110
37129,49826,36,Completed,0.3099,2.0,E,1.0,Debt Consolidation,Employed,VA,Other,True,0.0,2000.0,1.0,4000,2012-02-08,60171,Q1 2012,0,2.0,1
37133,49831,36,Completed,0.12,6.0,A,9.0,Auto,Employed,WA,Other,True,0.0,6666.666667,0.0,2000,2009-10-21,39024,Q4 2009,0,1.0,103
37137,49835,36,Completed,0.3177,1.0,HR,5.0,Debt Consolidation,Employed,OH,Other,True,0.0,4416.666667,0.0,4000,2012-07-09,69367,Q3 2012,0,0.0,35
37138,49837,36,Completed,0.197,4.0,C,4.0,Debt Consolidation,Employed,NJ,Clergy,False,0.0,5333.333333,0.0,4500,2013-12-02,119542,Q4 2013,0,0.0,2
37139,49838,36,Completed,0.2356,3.0,D,8.0,Auto,Employed,MD,Military Enlisted,False,0.0,4500.0,1.0,2500,2010-02-26,41060,Q1 2010,0,0.0,81
37141,49840,36,Defaulted,0.0974,6.0,A,9.0,Other,Employed,MO,Computer Programmer,True,0.0,7916.666667,0.0,10000,2012-12-19,79173,Q4 2012,0,0.0,98
37143,49843,36,Completed,0.3199,2.0,E,4.0,Other,Employed,CA,Administrative Assistant,True,25.0,4900.0,0.0,4150,2011-08-17,52359,Q3 2011,0,0.0,48
37146,49847,36,Defaulted,0.3199,1.0,HR,3.0,Debt Consolidation,Employed,MD,Other,True,9.0,4833.333333,0.0,4000,2011-07-21,51460,Q3 2011,0,2.0,1
37148,49850,36,Completed,0.102,6.0,A,8.0,Business,Employed,MN,Professional,True,0.0,6416.666667,2.0,7500,2010-07-02,43251,Q3 2010,0,0.0,362
37151,49853,36,Completed,0.077,5.0,B,8.0,Debt Consolidation,Employed,CA,Other,False,0.0,4166.666667,0.0,1000,2010-10-29,45105,Q4 2010,1,0.0,76
37154,49857,36,Defaulted,0.264,3.0,D,6.0,Debt Consolidation,Employed,VA,Police Officer/Correction Officer,True,0.0,9416.666667,0.0,9000,2009-09-09,38433,Q3 2009,1,0.0,354
37157,49860,36,Completed,0.13,5.0,B,8.0,Debt Consolidation,Employed,IL,Other,True,25.0,6833.333333,2.0,2500,2010-09-09,44338,Q3 2010,0,1.0,117
37159,49864,60,Defaulted,0.1999,4.0,C,7.0,Debt Consolidation,Employed,NC,Teacher,False,0.0,4166.666667,2.0,13000,2011-05-16,49353,Q2 2011,0,0.0,153
37160,49865,36,Completed,0.2549,2.0,E,2.0,Debt Consolidation,Employed,TX,Other,True,7.0,6250.0,0.0,4000,2013-09-18,101469,Q3 2013,0,0.0,24
37165,49871,36,Completed,0.114,6.0,A,9.0,Debt Consolidation,Employed,CA,Professional,False,0.0,5916.666667,1.0,10000,2009-12-10,39898,Q4 2009,0,0.0,401
37166,49874,36,Completed,0.0699,7.0,AA,10.0,Debt Consolidation,Employed,TX,Nurse (RN),True,0.0,5833.333333,1.0,4000,2013-04-09,87937,Q2 2013,0,0.0,91
37167,49875,36,Completed,0.0935,6.0,A,8.0,Auto,Employed,MO,Computer Programmer,True,0.0,7916.666667,0.0,13000,2010-01-07,40328,Q1 2010,0,0.0,497
37169,49879,60,Defaulted,0.2262,4.0,C,5.0,Other,Employed,MN,Other,False,8.0,3666.666667,1.0,5000,2012-10-26,76909,Q4 2012,0,1.0,77
37172,49882,36,Completed,0.2599,3.0,D,7.0,Debt Consolidation,Employed,CT,Sales - Commission,False,0.0,8750.0,0.0,4000,2011-03-01,47507,Q1 2011,0,0.0,80
37173,49884,36,Completed,0.3099,2.0,E,2.0,Debt Consolidation,Employed,MD,Professional,True,2.0,4674.333333,1.0,2100,2011-09-15,53339,Q3 2011,0,1.0,49
37186,49900,60,Defaulted,0.2684,3.0,D,6.0,Debt Consolidation,Employed,CA,Other,True,1.0,4226.75,0.0,15000,2012-09-06,73756,Q3 2012,0,0.0,33
37187,49901,36,Defaulted,0.2633,3.0,D,7.0,Other,Employed,CT,Other,False,0.0,3333.333333,0.0,4000,2010-08-05,43798,Q3 2010,0,0.0,79
37189,49904,36,Completed,0.0825,7.0,AA,10.0,Debt Consolidation,Employed,DE,Professional,True,0.0,12416.666667,0.0,20000,2010-08-18,43956,Q3 2010,0,0.0,509
37191,49906,36,Defaulted,0.2389,3.0,D,3.0,Home Improvement,Employed,NC,Other,False,0.0,3583.333333,1.0,4000,2012-07-31,71713,Q3 2012,0,2.0,33
37194,49909,12,Completed,0.0565,7.0,AA,10.0,Auto,Employed,CA,Computer Programmer,False,0.0,7452.0,0.0,2000,2011-11-30,56962,Q4 2011,0,0.0,25
37195,49915,36,Completed,0.2677,3.0,D,6.0,Other,Employed,MD,Police Officer/Correction Officer,False,0.0,4416.666667,0.0,5000,2010-03-23,41361,Q1 2010,0,0.0,236
37196,49918,36,Defaulted,0.3177,1.0,HR,4.0,Home Improvement,Employed,OH,Other,True,0.0,6666.666667,0.0,4000,2012-07-27,71425,Q3 2012,0,0.0,10
37199,49922,36,Completed,0.3199,2.0,E,5.0,Other,Employed,IL,Professional,True,0.0,8166.666667,0.0,2000,2011-02-22,47213,Q1 2011,0,0.0,27
37201,49924,36,Completed,0.1799,5.0,B,9.0,Other,Employed,GA,Accountant/CPA,True,0.0,4000.0,0.0,2000,2011-11-10,56017,Q4 2011,0,0.0,36
37207,49935,60,Defaulted,0.3304,2.0,E,6.0,Other,Other,GA,Other,False,0.0,10000.0,0.0,4000,2012-03-15,61975,Q1 2012,0,0.0,75
37208,49938,60,Completed,0.3165,2.0,E,6.0,Other,Employed,TX,Food Service,False,88.0,3750.0,0.0,4000,2012-10-11,75816,Q4 2012,0,3.0,40
37209,49939,36,Completed,0.2699,3.0,D,6.0,Debt Consolidation,Employed,NV,Administrative Assistant,False,0.0,3750.0,0.0,5000,2011-10-04,54161,Q4 2011,0,0.0,2
37210,49940,36,Completed,0.3177,1.0,HR,6.0,Debt Consolidation,Employed,KY,Other,False,8.0,3777.166667,0.0,3500,2012-08-27,73136,Q3 2012,0,2.0,6
37211,49941,36,Completed,0.083,7.0,AA,9.0,Home Improvement,Employed,MA,Professional,True,0.0,6250.0,0.0,3500,2010-05-19,42546,Q2 2010,0,0.0,171
37213,49945,36,Defaulted,0.199,4.0,C,9.0,Business,Retired,CA,Other,False,0.0,1000.0,0.0,1500,2010-03-29,41530,Q1 2010,0,0.0,65
37215,49948,36,Completed,0.1599,5.0,B,7.0,Debt Consolidation,Employed,MN,Other,True,0.0,6250.0,0.0,5000,2011-07-21,51366,Q3 2011,0,0.0,86
37216,49949,12,Completed,0.0499,7.0,AA,10.0,Debt Consolidation,Employed,IL,Computer Programmer,True,0.0,8416.666667,0.0,3500,2011-02-28,47403,Q1 2011,0,0.0,55
37217,49952,36,Defaulted,0.3149,2.0,E,4.0,Debt Consolidation,Employed,CA,Computer Programmer,False,0.0,3500.0,0.0,7500,2011-10-26,54919,Q4 2011,0,1.0,104
37218,49953,36,Completed,0.3177,1.0,HR,4.0,Other,Employed,CO,Other,False,0.0,6250.0,0.0,4000,2012-02-16,60659,Q1 2012,0,0.0,50
37221,49959,36,Completed,0.2625,3.0,D,7.0,Auto,Employed,NC,Fireman,False,32.0,5250.0,0.0,2000,2010-07-07,43390,Q3 2010,0,4.0,41
37223,49961,36,Completed,0.1679,5.0,B,8.0,Debt Consolidation,Employed,FL,Construction,False,0.0,5833.333333,0.0,13000,2012-08-10,71856,Q3 2012,0,0.0,133
37226,49965,36,Completed,0.2346,3.0,D,3.0,Other,Employed,NJ,Food Service,False,0.0,3200.0,0.0,7000,2013-05-02,89564,Q2 2013,0,0.0,1
37231,49973,36,Completed,0.2699,3.0,D,6.0,Debt Consolidation,Employed,NY,Professional,False,0.0,5479.5,0.0,7000,2011-07-20,51331,Q3 2011,0,0.0,131
37239,49983,36,Completed,0.2775,3.0,D,8.0,Home Improvement,Employed,FL,Nurse (RN),False,35.0,6500.0,1.0,4000,2010-12-08,45737,Q4 2010,0,1.0,90
37240,49984,36,Defaulted,0.2199,3.0,D,3.0,Debt Consolidation,Employed,NJ,Other,False,0.0,3750.0,0.0,15000,2013-04-03,87557,Q2 2013,0,0.0,1
37244,49991,36,Completed,0.0835,6.0,A,9.0,Other,Employed,FL,Other,True,0.0,5958.333333,1.0,7200,2010-01-28,40636,Q1 2010,0,0.0,227
37246,49994,36,Completed,0.1449,5.0,B,6.0,Debt Consolidation,Employed,NY,Accountant/CPA,False,0.0,5416.666667,1.0,6000,2012-01-26,59486,Q1 2012,0,0.0,1
37247,49998,36,Defaulted,0.1664,5.0,B,9.0,Debt Consolidation,Employed,MO,Sales - Commission,False,0.0,6250.0,0.0,11000,2011-12-15,57509,Q4 2011,0,0.0,175
37250,50001,60,Defaulted,0.1486,6.0,A,7.0,Debt Consolidation,Employed,FL,Other,False,4.0,4416.666667,1.0,17023,2012-08-31,73661,Q3 2012,0,0.0,140
37253,50005,36,Completed,0.1449,5.0,B,8.0,Debt Consolidation,Employed,CA,Other,False,0.0,6383.083333,0.0,10000,2011-01-28,46846,Q1 2011,0,0.0,165
37254,50006,36,Defaulted,0.3177,1.0,HR,4.0,Other,Self-employed,AZ,Construction,False,3.0,18333.333333,0.0,4000,2012-02-29,61463,Q1 2012,0,0.0,10
37257,50009,60,Completed,0.2259,4.0,C,4.0,Other,Employed,MA,Other,False,0.0,4166.666667,0.0,8000,2013-09-06,100578,Q3 2013,0,0.0,1
37261,50015,36,Completed,0.1375,5.0,B,8.0,Auto,Employed,FL,Clerical,False,0.0,2348.666667,0.0,5000,2010-07-13,43397,Q3 2010,0,0.0,218
37263,50017,36,Defaulted,0.3177,1.0,HR,3.0,Debt Consolidation,Self-employed,GA,Professional,True,0.0,11666.666667,0.0,4000,2011-12-12,57342,Q4 2011,0,0.0,9
37271,50030,36,Completed,0.2699,3.0,D,6.0,Other,Employed,MS,Clerical,False,3.0,2041.666667,0.0,2000,2011-06-30,50817,Q2 2011,0,0.0,18
37277,50036,36,Completed,0.35,1.0,HR,5.0,Auto,Employed,MI,Professional,True,19.0,3041.666667,1.0,5500,2010-03-30,41505,Q1 2010,2,0.0,162
37278,50038,36,Completed,0.2199,3.0,D,6.0,Debt Consolidation,Self-employed,CA,Investor,False,0.0,1000.0,1.0,3500,2011-02-28,47439,Q1 2011,0,0.0,53
37279,50039,60,Completed,0.1519,5.0,B,6.0,Debt Consolidation,Employed,IL,Teacher,True,0.0,5666.666667,1.0,15000,2013-06-14,93148,Q2 2013,0,0.0,1
37283,50043,60,Completed,0.2333,4.0,C,8.0,Other,Employed,MN,Construction,False,8.0,2760.0,0.0,2000,2012-11-15,77721,Q4 2012,0,0.0,33
37285,50045,36,Completed,0.35,1.0,HR,6.0,Other,Employed,NY,Nurse (RN),True,56.0,4718.083333,0.0,2500,2010-10-06,44669,Q4 2010,0,3.0,65
37286,50048,36,Defaulted,0.3099,2.0,E,1.0,Debt Consolidation,Employed,NY,Skilled Labor,True,33.0,6750.0,1.0,4000,2012-02-16,60613,Q1 2012,0,11.0,56
37287,50049,36,Defaulted,0.35,2.0,E,7.0,Business,Employed,CA,Other,False,0.0,2250.0,1.0,2800,2009-12-02,39799,Q4 2009,0,0.0,37
37290,50055,12,Completed,0.2499,3.0,D,6.0,Debt Consolidation,Employed,FL,Other,False,32.0,3000.0,0.0,3000,2011-08-30,52780,Q3 2011,0,0.0,36
37291,50056,36,Completed,0.2148,4.0,C,6.0,Debt Consolidation,Employed,MI,Administrative Assistant,True,0.0,2916.666667,0.0,7000,2012-06-13,67737,Q2 2012,0,0.0,143
37298,50065,36,Completed,0.1499,5.0,B,8.0,Home Improvement,Other,GA,Other,False,15.0,298.083333,0.0,2000,2011-05-10,49201,Q2 2011,0,2.0,44
37299,50066,60,Completed,0.1399,5.0,B,11.0,Debt Consolidation,Employed,NY,Analyst,True,0.0,10583.333333,3.0,34000,2013-10-03,104273,Q4 2013,0,0.0,269
37300,50067,36,Completed,0.3099,2.0,E,6.0,Debt Consolidation,Employed,OH,Nurse (RN),False,0.0,8312.5,1.0,4000,2011-08-30,52645,Q3 2011,0,2.0,43
37301,50068,36,Completed,0.1609,5.0,B,5.0,Debt Consolidation,Employed,MA,Retail Management,False,0.0,3000.0,1.0,3500,2011-11-25,56614,Q4 2011,0,0.0,11
37302,50071,60,Completed,0.2024,5.0,B,8.0,Debt Consolidation,Employed,IL,Professional,False,0.0,10833.333333,0.0,20000,2012-12-27,79871,Q4 2012,0,0.0,315
37310,50079,36,Completed,0.2639,2.0,E,3.0,Other,Employed,PA,Clerical,False,0.0,2416.666667,0.0,3000,2013-09-06,100850,Q3 2013,0,0.0,29
37311,50080,36,Completed,0.2958,2.0,E,6.0,Other,Employed,NY,Other,False,0.0,1000.0,0.0,3500,2012-02-16,60640,Q1 2012,0,0.0,69
37315,50085,36,Completed,0.1405,5.0,B,8.0,Debt Consolidation,Self-employed,FL,Landscaping,False,0.0,3916.666667,0.0,2000,2010-01-22,40481,Q1 2010,0,0.0,54
37317,50088,36,Completed,0.3177,1.0,HR,3.0,Debt Consolidation,Employed,FL,Professional,True,0.0,6333.333333,0.0,3500,2012-06-11,67672,Q2 2012,0,0.0,89
37321,50093,36,Completed,0.075,7.0,AA,9.0,Auto,Employed,ID,Construction,True,0.0,3000.0,0.0,2500,2010-02-01,40699,Q1 2010,0,0.0,90
37322,50094,36,Completed,0.3125,1.0,HR,3.0,Home Improvement,Employed,MI,Nurse's Aide,False,0.0,2250.0,2.0,4000,2011-06-24,50648,Q2 2011,0,0.0,30
37329,50106,36,Completed,0.35,1.0,HR,4.0,Debt Consolidation,Employed,FL,Other,False,2.0,2500.0,1.0,2500,2010-11-19,45418,Q4 2010,0,0.0,60
37330,50107,36,Completed,0.2287,3.0,D,4.0,Business,Employed,MN,Professional,False,1.0,7916.666667,1.0,7500,2012-05-18,65828,Q2 2012,0,0.0,136
37332,50109,36,Completed,0.35,1.0,HR,4.0,Debt Consolidation,Employed,MO,Other,False,0.0,2583.333333,0.0,1800,2010-12-23,46187,Q4 2010,0,0.0,37
37334,50111,60,Defaulted,0.1579,5.0,B,8.0,Debt Consolidation,Employed,FL,Engineer - Mechanical,True,6.0,4583.333333,0.0,15000,2013-05-28,91612,Q2 2013,0,0.0,49
37343,50124,36,Completed,0.2492,3.0,D,7.0,Debt Consolidation,Employed,MI,Psychologist,True,0.0,6000.0,0.0,4500,2012-10-19,76480,Q4 2012,0,0.0,51
37345,50126,36,Defaulted,0.3058,2.0,E,8.0,Other,Employed,NY,Analyst,False,1.0,60000.0,0.0,4000,2012-02-17,60666,Q1 2012,0,0.0,1
37352,50142,36,Defaulted,0.1449,5.0,B,5.0,Home Improvement,Employed,IL,Other,True,0.0,4250.0,1.0,4500,2012-01-24,59258,Q1 2012,0,0.0,113
37355,50145,36,Completed,0.2199,3.0,D,7.0,Home Improvement,Employed,IN,Tradesman - Plumber,False,3.0,3083.333333,1.0,3000,2011-04-28,48922,Q2 2011,0,0.0,57
37359,50149,12,Completed,0.0735,6.0,A,9.0,Other,Employed,TX,Computer Programmer,True,0.0,9500.0,0.0,5000,2012-11-21,78275,Q4 2012,0,0.0,83
37361,50153,36,Completed,0.3199,1.0,HR,3.0,Other,Employed,CA,Teacher,True,23.0,5875.0,0.0,4000,2011-06-30,50611,Q2 2011,0,0.0,22
37362,50154,36,Defaulted,0.2725,3.0,D,8.0,Other,Employed,VA,Analyst,True,34.0,7667.0,0.0,5000,2010-07-27,43702,Q3 2010,0,0.0,117
37365,50157,60,Completed,0.2024,5.0,B,8.0,Debt Consolidation,Employed,KS,Other,False,0.0,2500.0,0.0,3500,2012-11-28,78551,Q4 2012,0,0.0,53
37370,50163,36,Completed,0.1899,4.0,C,6.0,Home Improvement,Retired,LA,Other,True,0.0,2083.333333,2.0,8000,2011-07-28,51819,Q3 2011,1,0.0,7
37376,50171,12,Defaulted,0.1549,4.0,C,8.0,Other,Employed,CA,Professor,True,29.0,8550.0,1.0,3000,2011-03-22,47898,Q1 2011,0,2.0,30
37377,50173,36,Completed,0.2124,4.0,C,3.0,Debt Consolidation,Employed,MD,Other,True,17.0,6666.666667,1.0,12500,2013-06-03,92050,Q2 2013,0,0.0,248
37381,50179,36,Completed,0.0974,6.0,A,8.0,Debt Consolidation,Employed,TX,Fireman,False,0.0,3883.333333,1.0,5000,2011-12-22,57901,Q4 2011,0,0.0,4
37385,50184,36,Completed,0.2999,2.0,E,2.0,Business,Employed,CA,Professional,False,0.0,2583.333333,1.0,4000,2012-04-24,64172,Q2 2012,0,0.0,54
37388,50189,36,Completed,0.2932,2.0,E,6.0,Debt Consolidation,Employed,MI,Professional,True,8.0,3083.333333,0.0,2600,2012-11-15,78005,Q4 2012,0,3.0,60
37389,50190,36,Completed,0.0799,7.0,AA,10.0,Other,Employed,AZ,Professional,False,4.0,2416.666667,1.0,2000,2011-06-22,50284,Q2 2011,0,0.0,38
37390,50191,36,Defaulted,0.2958,2.0,E,6.0,Other,Employed,WA,Retail Management,False,17.0,4000.0,0.0,4000,2012-04-27,64734,Q2 2012,0,0.0,31
37394,50196,36,Completed,0.275,3.0,D,5.0,Other,Employed,IN,Food Service,True,0.0,3333.333333,0.0,2000,2010-11-04,45143,Q4 2010,0,0.0,37
37395,50197,60,Defaulted,0.3304,2.0,E,3.0,Other,Self-employed,GA,Computer Programmer,False,8.0,3750.0,1.0,4000,2012-03-22,62403,Q1 2012,0,0.0,65
37400,50202,36,Defaulted,0.1799,5.0,B,8.0,Other,Employed,OR,Administrative Assistant,False,0.0,2916.666667,0.0,2600,2011-09-09,53108,Q3 2011,0,0.0,40
37401,50204,36,Completed,0.35,1.0,HR,5.0,Debt Consolidation,Employed,AL,Administrative Assistant,True,3.0,4078.333333,0.0,1500,2009-10-20,38997,Q4 2009,0,0.0,7
37402,50205,36,Completed,0.094,6.0,A,9.0,Other,Employed,WA,Skilled Labor,True,0.0,1833.333333,0.0,1000,2010-02-26,41012,Q1 2010,0,0.0,23
37403,50208,36,Completed,0.2658,4.0,C,4.0,Home Improvement,Employed,AZ,Analyst,True,0.0,8050.0,0.0,25000,2010-02-18,40886,Q1 2010,0,0.0,539
37406,50211,36,Completed,0.2449,3.0,D,7.0,Home Improvement,Employed,CA,Skilled Labor,True,0.0,2375.0,0.0,6000,2012-09-10,73969,Q3 2012,0,0.0,35
37408,50213,60,Defaulted,0.1694,5.0,B,8.0,Debt Consolidation,Employed,NY,Administrative Assistant,True,0.0,6666.666667,0.0,25000,2012-10-17,76125,Q4 2012,0,0.0,42
37411,50216,60,Defaulted,0.2899,3.0,D,7.0,Debt Consolidation,Employed,CA,Retail Management,False,0.0,3750.0,0.0,12934,2011-04-14,48510,Q2 2011,0,0.0,297
37412,50217,36,Completed,0.2511,3.0,D,6.0,Other,Employed,KS,Other,False,75.0,3916.666667,0.0,2500,2012-01-12,58820,Q1 2012,0,6.0,53
37413,50218,36,Completed,0.2839,2.0,E,4.0,Debt Consolidation,Employed,GA,Medical Technician,False,0.0,2500.0,1.0,2000,2012-08-21,72758,Q3 2012,0,0.0,7
37416,50225,36,Defaulted,0.2566,3.0,D,7.0,Home Improvement,Employed,SC,Administrative Assistant,False,49.0,3000.0,0.0,2000,2012-11-23,78353,Q4 2012,0,2.0,21
37417,50228,36,Completed,0.15,4.0,C,9.0,Debt Consolidation,Employed,WI,Truck Driver,False,13.0,1833.333333,1.0,1200,2010-02-10,40792,Q1 2010,0,0.0,100
37422,50235,36,Completed,0.3435,2.0,E,5.0,Other,Employed,MD,Other,True,0.0,7041.666667,0.0,1500,2010-08-26,44129,Q3 2010,0,0.0,43
37425,50238,36,Completed,0.199,4.0,C,9.0,Debt Consolidation,Employed,CA,Other,False,46.0,4625.0,0.0,2000,2010-05-28,42734,Q2 2010,0,0.0,53
37426,50240,60,Completed,0.2489,4.0,C,6.0,Auto,Employed,NJ,Other,True,0.0,4666.666667,0.0,6000,2012-05-14,65545,Q2 2012,0,1.0,16
37428,50242,36,Completed,0.3097,1.0,HR,3.0,Debt Consolidation,Self-employed,WA,Professional,True,0.0,5416.666667,1.0,4900,2010-12-08,45808,Q4 2010,0,0.0,140
37429,50244,36,Completed,0.16,4.0,C,9.0,Debt Consolidation,Not employed,NY,Other,False,0.0,0.0,2.0,1500,2010-03-08,41094,Q1 2010,1,0.0,72
37430,50245,36,Completed,0.1469,5.0,B,6.0,Debt Consolidation,Employed,FL,Other,True,1.0,3083.333333,1.0,5000,2012-05-24,66677,Q2 2012,0,0.0,82
37431,50248,36,Completed,0.0894,6.0,A,10.0,Debt Consolidation,Self-employed,OH,Professional,False,0.0,4333.333333,0.0,1000,2010-01-26,40550,Q1 2010,0,0.0,66
37439,50262,60,Completed,0.2468,4.0,C,6.0,Business,Employed,NC,Fireman,True,0.0,5833.333333,0.0,15000,2012-02-29,61357,Q1 2012,0,0.0,128
37441,50265,36,Completed,0.1129,6.0,A,9.0,Debt Consolidation,Employed,NJ,Other,False,0.0,1452.75,1.0,2000,2011-09-27,53736,Q3 2011,0,0.0,45
37445,50272,36,Completed,0.2625,3.0,D,8.0,Other,Employed,FL,Sales - Retail,False,0.0,1083.333333,0.0,3000,2010-06-22,43087,Q2 2010,0,0.0,116
37448,50276,12,Completed,0.1656,4.0,C,7.0,Debt Consolidation,Employed,GA,Analyst,False,8.0,5833.333333,0.0,5000,2013-01-23,82864,Q1 2013,0,1.0,70
37450,50279,36,Defaulted,0.2452,3.0,D,5.0,Debt Consolidation,Other,HI,Other,False,0.0,406.5,0.0,5000,2012-02-28,61216,Q1 2012,0,0.0,38
37454,50284,36,Completed,0.15,5.0,B,8.0,Debt Consolidation,Employed,NY,Analyst,False,0.0,10416.666667,2.0,15000,2009-09-15,38485,Q3 2009,0,0.0,751
37456,50286,36,Completed,0.3123,2.0,E,3.0,Debt Consolidation,Employed,NC,Professional,False,0.0,4625.0,1.0,2000,2011-11-29,56695,Q4 2011,0,0.0,39
37457,50287,36,Completed,0.2324,3.0,D,5.0,Other,Employed,TX,Police Officer/Correction Officer,False,0.0,5166.666667,0.0,10500,2012-08-28,73271,Q3 2012,0,0.0,79
37459,50290,36,Completed,0.2449,3.0,D,7.0,Auto,Employed,ID,Skilled Labor,False,5.0,3125.0,0.0,3000,2012-08-21,72387,Q3 2012,0,2.0,34
37463,50295,36,Completed,0.3099,2.0,E,5.0,Debt Consolidation,Employed,TX,Professional,True,0.0,7083.333333,2.0,7500,2011-07-15,51228,Q3 2011,0,0.0,55
37469,50304,36,Completed,0.1295,6.0,A,9.0,Other,Employed,RI,Student - College Graduate Student,False,0.0,833.333333,0.0,3000,2009-08-25,38285,Q3 2009,0,0.0,127
37473,50312,36,Completed,0.09,7.0,AA,10.0,Other,Employed,FL,Computer Programmer,False,0.0,3916.666667,1.0,3000,2009-08-17,38215,Q3 2009,0,0.0,102
37481,50324,36,Defaulted,0.2287,3.0,D,4.0,Debt Consolidation,Employed,CA,Administrative Assistant,False,0.0,2916.666667,2.0,8200,2012-06-07,67452,Q2 2012,0,0.0,27
37484,50330,36,Completed,0.2346,3.0,D,6.0,Other,Employed,OR,Police Officer/Correction Officer,False,0.0,5416.666667,1.0,9500,2012-11-06,77229,Q4 2012,0,0.0,20
37485,50331,36,Completed,0.0795,7.0,AA,10.0,Debt Consolidation,Employed,AZ,Computer Programmer,True,0.0,4041.583333,1.0,4000,2009-09-03,38393,Q3 2009,0,0.0,200
37487,50333,36,Completed,0.3149,2.0,E,4.0,Business,Employed,CA,Skilled Labor,True,0.0,5000.0,0.0,7500,2011-11-04,55596,Q4 2011,0,0.0,32
37488,50334,60,Completed,0.2573,3.0,D,6.0,Other,Employed,KY,Nurse (RN),True,0.0,3750.0,0.0,3000,2012-09-21,74833,Q3 2012,0,0.0,11
37495,50344,36,Completed,0.3199,1.0,HR,5.0,Debt Consolidation,Employed,OH,Computer Programmer,False,0.0,2766.666667,0.0,4000,2011-04-29,48988,Q2 2011,0,0.0,44
37497,50347,36,Defaulted,0.1599,5.0,B,8.0,Auto,Employed,AK,Other,False,0.0,4533.333333,0.0,6000,2011-07-08,51045,Q3 2011,0,0.0,94
37501,50353,36,Completed,0.0799,7.0,AA,10.0,Debt Consolidation,Employed,MN,Analyst,True,0.0,6666.666667,1.0,11500,2011-11-09,55955,Q4 2011,0,0.0,139
37502,50355,36,Completed,0.2049,4.0,C,7.0,Home Improvement,Employed,FL,Fireman,False,20.0,5989.75,0.0,5000,2012-01-31,59692,Q1 2012,0,1.0,114
37508,50364,60,Defaulted,0.231,3.0,D,5.0,Debt Consolidation,Employed,NY,Accountant/CPA,False,0.0,4166.666667,0.0,10000,2013-10-29,107517,Q4 2013,0,0.0,1
37509,50365,36,Defaulted,0.3177,1.0,HR,4.0,Debt Consolidation,Employed,MO,Other,True,0.0,3333.333333,0.0,2500,2012-06-29,68959,Q2 2012,0,0.0,16
37510,50366,60,Completed,0.2498,4.0,C,7.0,Debt Consolidation,Employed,TX,Teacher,True,0.0,6079.833333,0.0,15000,2012-09-20,74529,Q3 2012,0,0.0,23
37512,50368,36,Defaulted,0.3177,1.0,HR,4.0,Debt Consolidation,Employed,PA,Professional,True,0.0,3333.333333,0.0,4000,2012-09-12,74191,Q3 2012,0,0.0,24
37513,50369,36,Completed,0.322,2.0,E,6.0,Business,Employed,TX,Computer Programmer,False,1.0,7666.666667,0.0,7500,2010-12-16,45911,Q4 2010,0,0.0,131
37514,50370,36,Completed,0.2999,2.0,E,1.0,Debt Consolidation,Employed,ID,Teacher,True,0.0,3333.333333,1.0,4000,2012-03-23,62460,Q1 2012,0,0.0,23
